Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 03:14] Train Step 555200/1000000, Batch Size = 64, Examples/Sec = 6720.46, Accuracy = 0.65, Loss = 1.123
[2019-11-27 03:14] Train Step 555300/1000000, Batch Size = 64, Examples/Sec = 4278.95, Accuracy = 0.66, Loss = 1.104
[2019-11-27 03:14] Train Step 555400/1000000, Batch Size = 64, Examples/Sec = 5381.09, Accuracy = 0.65, Loss = 1.094
[2019-11-27 03:14] Train Step 555500/1000000, Batch Size = 64, Examples/Sec = 6844.35, Accuracy = 0.67, Loss = 1.069
[2019-11-27 03:14] Train Step 555600/1000000, Batch Size = 64, Examples/Sec = 5599.29, Accuracy = 0.65, Loss = 1.089
[2019-11-27 03:14] Train Step 555700/1000000, Batch Size = 64, Examples/Sec = 4030.26, Accuracy = 0.67, Loss = 1.110
[2019-11-27 03:14] Train Step 555800/1000000, Batch Size = 64, Examples/Sec = 6854.14, Accuracy = 0.67, Loss = 1.079
[2019-11-27 03:14] Train Step 555900/1000000, Batch Size = 64, Examples/Sec = 5264.16, Accuracy = 0.65, Loss = 1.152
[2019-11-27 03:14] Train Step 556000/1000000, Batch Size = 64, Examples/Sec = 6918.26, Accuracy = 0.64, Loss = 1.131
[2019-11-27 03:15] Train Step 556100/1000000, Batch Size = 64, Examples/Sec = 6713.40, Accuracy = 0.66, Loss = 1.106
[2019-11-27 03:15] Train Step 556200/1000000, Batch Size = 64, Examples/Sec = 6882.78, Accuracy = 0.65, Loss = 1.117
[2019-11-27 03:15] Train Step 556300/1000000, Batch Size = 64, Examples/Sec = 4490.16, Accuracy = 0.66, Loss = 1.122
[2019-11-27 03:15] Train Step 556400/1000000, Batch Size = 64, Examples/Sec = 5956.23, Accuracy = 0.66, Loss = 1.068
[2019-11-27 03:15] Train Step 556500/1000000, Batch Size = 64, Examples/Sec = 6824.86, Accuracy = 0.68, Loss = 1.050
[2019-11-27 03:15] Train Step 556600/1000000, Batch Size = 64, Examples/Sec = 6851.86, Accuracy = 0.65, Loss = 1.131
[2019-11-27 03:15] Train Step 556700/1000000, Batch Size = 64, Examples/Sec = 4039.42, Accuracy = 0.66, Loss = 1.100
[2019-11-27 03:15] Train Step 556800/1000000, Batch Size = 64, Examples/Sec = 6633.11, Accuracy = 0.64, Loss = 1.112
[2019-11-27 03:15] Train Step 556900/1000000, Batch Size = 64, Examples/Sec = 4385.77, Accuracy = 0.67, Loss = 1.055
[2019-11-27 03:15] Train Step 557000/1000000, Batch Size = 64, Examples/Sec = 6375.68, Accuracy = 0.66, Loss = 1.109
[2019-11-27 03:15] Train Step 557100/1000000, Batch Size = 64, Examples/Sec = 4748.38, Accuracy = 0.64, Loss = 1.139
[2019-11-27 03:15] Train Step 557200/1000000, Batch Size = 64, Examples/Sec = 6515.42, Accuracy = 0.66, Loss = 1.073
[2019-11-27 03:15] Train Step 557300/1000000, Batch Size = 64, Examples/Sec = 5382.60, Accuracy = 0.66, Loss = 1.099
[2019-11-27 03:15] Train Step 557400/1000000, Batch Size = 64, Examples/Sec = 6189.86, Accuracy = 0.65, Loss = 1.092
[2019-11-27 03:15] Train Step 557500/1000000, Batch Size = 64, Examples/Sec = 5658.90, Accuracy = 0.64, Loss = 1.123
[2019-11-27 03:15] Train Step 557600/1000000, Batch Size = 64, Examples/Sec = 4548.83, Accuracy = 0.66, Loss = 1.115
[2019-11-27 03:15] Train Step 557700/1000000, Batch Size = 64, Examples/Sec = 6936.68, Accuracy = 0.67, Loss = 1.065
[2019-11-27 03:15] Train Step 557800/1000000, Batch Size = 64, Examples/Sec = 6398.79, Accuracy = 0.64, Loss = 1.171
[2019-11-27 03:15] Train Step 557900/1000000, Batch Size = 64, Examples/Sec = 6598.87, Accuracy = 0.65, Loss = 1.134
[2019-11-27 03:15] Train Step 558000/1000000, Batch Size = 64, Examples/Sec = 6313.01, Accuracy = 0.66, Loss = 1.063
[2019-11-27 03:15] Train Step 558100/1000000, Batch Size = 64, Examples/Sec = 6806.52, Accuracy = 0.67, Loss = 1.063
[2019-11-27 03:15] Train Step 558200/1000000, Batch Size = 64, Examples/Sec = 4044.47, Accuracy = 0.65, Loss = 1.091
[2019-11-27 03:15] Train Step 558300/1000000, Batch Size = 64, Examples/Sec = 5116.47, Accuracy = 0.66, Loss = 1.120
[2019-11-27 03:15] Train Step 558400/1000000, Batch Size = 64, Examples/Sec = 6905.27, Accuracy = 0.67, Loss = 1.103
[2019-11-27 03:15] Train Step 558500/1000000, Batch Size = 64, Examples/Sec = 4923.89, Accuracy = 0.67, Loss = 1.085
[2019-11-27 03:15] Train Step 558600/1000000, Batch Size = 64, Examples/Sec = 6608.46, Accuracy = 0.65, Loss = 1.131
[2019-11-27 03:15] Train Step 558700/1000000, Batch Size = 64, Examples/Sec = 6794.80, Accuracy = 0.63, Loss = 1.141
[2019-11-27 03:15] Train Step 558800/1000000, Batch Size = 64, Examples/Sec = 6400.62, Accuracy = 0.67, Loss = 1.077
[2019-11-27 03:15] Train Step 558900/1000000, Batch Size = 64, Examples/Sec = 6329.08, Accuracy = 0.65, Loss = 1.137
[2019-11-27 03:15] Train Step 559000/1000000, Batch Size = 64, Examples/Sec = 6725.35, Accuracy = 0.64, Loss = 1.121
[2019-11-27 03:15] Train Step 559100/1000000, Batch Size = 64, Examples/Sec = 4971.86, Accuracy = 0.67, Loss = 1.077
[2019-11-27 03:15] Train Step 559200/1000000, Batch Size = 64, Examples/Sec = 6890.91, Accuracy = 0.65, Loss = 1.078
[2019-11-27 03:15] Train Step 559300/1000000, Batch Size = 64, Examples/Sec = 6239.78, Accuracy = 0.66, Loss = 1.121
[2019-11-27 03:15] Train Step 559400/1000000, Batch Size = 64, Examples/Sec = 6855.36, Accuracy = 0.65, Loss = 1.148
[2019-11-27 03:15] Train Step 559500/1000000, Batch Size = 64, Examples/Sec = 6863.78, Accuracy = 0.66, Loss = 1.096
[2019-11-27 03:16] Train Step 559600/1000000, Batch Size = 64, Examples/Sec = 4841.73, Accuracy = 0.64, Loss = 1.126
[2019-11-27 03:16] Train Step 559700/1000000, Batch Size = 64, Examples/Sec = 6657.13, Accuracy = 0.64, Loss = 1.161
[2019-11-27 03:16] Train Step 559800/1000000, Batch Size = 64, Examples/Sec = 6717.94, Accuracy = 0.65, Loss = 1.118
[2019-11-27 03:16] Train Step 559900/1000000, Batch Size = 64, Examples/Sec = 4390.72, Accuracy = 0.65, Loss = 1.137
[2019-11-27 03:16] Train Step 560000/1000000, Batch Size = 64, Examples/Sec = 6760.41, Accuracy = 0.67, Loss = 1.077
[2019-11-27 03:16] Train Step 560100/1000000, Batch Size = 64, Examples/Sec = 5616.16, Accuracy = 0.65, Loss = 1.092
[2019-11-27 03:16] Train Step 560200/1000000, Batch Size = 64, Examples/Sec = 6886.14, Accuracy = 0.67, Loss = 1.091
[2019-11-27 03:16] Train Step 560300/1000000, Batch Size = 64, Examples/Sec = 6805.31, Accuracy = 0.64, Loss = 1.141
[2019-11-27 03:16] Train Step 560400/1000000, Batch Size = 64, Examples/Sec = 5589.03, Accuracy = 0.65, Loss = 1.152
[2019-11-27 03:16] Train Step 560500/1000000, Batch Size = 64, Examples/Sec = 6931.30, Accuracy = 0.66, Loss = 1.142
[2019-11-27 03:16] Train Step 560600/1000000, Batch Size = 64, Examples/Sec = 5124.77, Accuracy = 0.67, Loss = 1.060
[2019-11-27 03:16] Train Step 560700/1000000, Batch Size = 64, Examples/Sec = 6435.14, Accuracy = 0.63, Loss = 1.174
[2019-11-27 03:16] Train Step 560800/1000000, Batch Size = 64, Examples/Sec = 6830.77, Accuracy = 0.67, Loss = 1.055
[2019-11-27 03:16] Train Step 560900/1000000, Batch Size = 64, Examples/Sec = 6083.11, Accuracy = 0.65, Loss = 1.153
[2019-11-27 03:16] Train Step 561000/1000000, Batch Size = 64, Examples/Sec = 6217.09, Accuracy = 0.66, Loss = 1.108
[2019-11-27 03:16] Train Step 561100/1000000, Batch Size = 64, Examples/Sec = 6935.24, Accuracy = 0.66, Loss = 1.085
[2019-11-27 03:16] Train Step 561200/1000000, Batch Size = 64, Examples/Sec = 6885.26, Accuracy = 0.65, Loss = 1.123
[2019-11-27 03:16] Train Step 561300/1000000, Batch Size = 64, Examples/Sec = 6090.42, Accuracy = 0.67, Loss = 1.074
[2019-11-27 03:16] Train Step 561400/1000000, Batch Size = 64, Examples/Sec = 6737.67, Accuracy = 0.65, Loss = 1.131
[2019-11-27 03:16] Train Step 561500/1000000, Batch Size = 64, Examples/Sec = 4630.19, Accuracy = 0.67, Loss = 1.084
[2019-11-27 03:16] Train Step 561600/1000000, Batch Size = 64, Examples/Sec = 5654.61, Accuracy = 0.66, Loss = 1.082
[2019-11-27 03:16] Train Step 561700/1000000, Batch Size = 64, Examples/Sec = 6720.97, Accuracy = 0.66, Loss = 1.095
[2019-11-27 03:16] Train Step 561800/1000000, Batch Size = 64, Examples/Sec = 6131.74, Accuracy = 0.67, Loss = 1.057
[2019-11-27 03:16] Train Step 561900/1000000, Batch Size = 64, Examples/Sec = 4304.89, Accuracy = 0.67, Loss = 1.069
[2019-11-27 03:16] Train Step 562000/1000000, Batch Size = 64, Examples/Sec = 6949.07, Accuracy = 0.67, Loss = 1.065
[2019-11-27 03:16] Train Step 562100/1000000, Batch Size = 64, Examples/Sec = 6630.16, Accuracy = 0.66, Loss = 1.126
[2019-11-27 03:16] Train Step 562200/1000000, Batch Size = 64, Examples/Sec = 4214.12, Accuracy = 0.66, Loss = 1.075
[2019-11-27 03:16] Train Step 562300/1000000, Batch Size = 64, Examples/Sec = 5667.98, Accuracy = 0.68, Loss = 1.056
[2019-11-27 03:16] Train Step 562400/1000000, Batch Size = 64, Examples/Sec = 4628.68, Accuracy = 0.64, Loss = 1.148
[2019-11-27 03:16] Train Step 562500/1000000, Batch Size = 64, Examples/Sec = 5209.00, Accuracy = 0.66, Loss = 1.063
[2019-11-27 03:16] Train Step 562600/1000000, Batch Size = 64, Examples/Sec = 5798.24, Accuracy = 0.67, Loss = 1.104
[2019-11-27 03:16] Train Step 562700/1000000, Batch Size = 64, Examples/Sec = 4663.25, Accuracy = 0.64, Loss = 1.155
[2019-11-27 03:16] Train Step 562800/1000000, Batch Size = 64, Examples/Sec = 6832.68, Accuracy = 0.67, Loss = 1.107
[2019-11-27 03:16] Train Step 562900/1000000, Batch Size = 64, Examples/Sec = 5473.92, Accuracy = 0.66, Loss = 1.093
[2019-11-27 03:17] Train Step 563000/1000000, Batch Size = 64, Examples/Sec = 6366.91, Accuracy = 0.65, Loss = 1.102
[2019-11-27 03:17] Train Step 563100/1000000, Batch Size = 64, Examples/Sec = 6837.20, Accuracy = 0.69, Loss = 1.028
[2019-11-27 03:17] Train Step 563200/1000000, Batch Size = 64, Examples/Sec = 6242.39, Accuracy = 0.66, Loss = 1.108
[2019-11-27 03:17] Train Step 563300/1000000, Batch Size = 64, Examples/Sec = 6601.95, Accuracy = 0.66, Loss = 1.129
[2019-11-27 03:17] Train Step 563400/1000000, Batch Size = 64, Examples/Sec = 6829.38, Accuracy = 0.67, Loss = 1.052
[2019-11-27 03:17] Train Step 563500/1000000, Batch Size = 64, Examples/Sec = 6899.41, Accuracy = 0.65, Loss = 1.147
[2019-11-27 03:17] Train Step 563600/1000000, Batch Size = 64, Examples/Sec = 6742.75, Accuracy = 0.65, Loss = 1.143
[2019-11-27 03:17] Train Step 563700/1000000, Batch Size = 64, Examples/Sec = 5683.34, Accuracy = 0.66, Loss = 1.103
[2019-11-27 03:17] Train Step 563800/1000000, Batch Size = 64, Examples/Sec = 5957.95, Accuracy = 0.65, Loss = 1.103
[2019-11-27 03:17] Train Step 563900/1000000, Batch Size = 64, Examples/Sec = 6947.81, Accuracy = 0.65, Loss = 1.140
[2019-11-27 03:17] Train Step 564000/1000000, Batch Size = 64, Examples/Sec = 6786.56, Accuracy = 0.65, Loss = 1.145
[2019-11-27 03:17] Train Step 564100/1000000, Batch Size = 64, Examples/Sec = 6165.97, Accuracy = 0.68, Loss = 1.078
[2019-11-27 03:17] Train Step 564200/1000000, Batch Size = 64, Examples/Sec = 6748.68, Accuracy = 0.66, Loss = 1.067
[2019-11-27 03:17] Train Step 564300/1000000, Batch Size = 64, Examples/Sec = 6667.38, Accuracy = 0.66, Loss = 1.107
[2019-11-27 03:17] Train Step 564400/1000000, Batch Size = 64, Examples/Sec = 6770.81, Accuracy = 0.65, Loss = 1.118
[2019-11-27 03:17] Train Step 564500/1000000, Batch Size = 64, Examples/Sec = 6224.45, Accuracy = 0.65, Loss = 1.157
[2019-11-27 03:17] Train Step 564600/1000000, Batch Size = 64, Examples/Sec = 6839.12, Accuracy = 0.65, Loss = 1.104
[2019-11-27 03:17] Train Step 564700/1000000, Batch Size = 64, Examples/Sec = 6940.62, Accuracy = 0.66, Loss = 1.076
[2019-11-27 03:17] Train Step 564800/1000000, Batch Size = 64, Examples/Sec = 4125.84, Accuracy = 0.67, Loss = 1.063
[2019-11-27 03:17] Train Step 564900/1000000, Batch Size = 64, Examples/Sec = 5952.27, Accuracy = 0.67, Loss = 1.019
[2019-11-27 03:17] Train Step 565000/1000000, Batch Size = 64, Examples/Sec = 6740.54, Accuracy = 0.65, Loss = 1.122
[2019-11-27 03:17] Train Step 565100/1000000, Batch Size = 64, Examples/Sec = 4507.96, Accuracy = 0.65, Loss = 1.122
[2019-11-27 03:17] Train Step 565200/1000000, Batch Size = 64, Examples/Sec = 6794.11, Accuracy = 0.65, Loss = 1.134
[2019-11-27 03:17] Train Step 565300/1000000, Batch Size = 64, Examples/Sec = 6576.56, Accuracy = 0.65, Loss = 1.139
[2019-11-27 03:17] Train Step 565400/1000000, Batch Size = 64, Examples/Sec = 6895.87, Accuracy = 0.65, Loss = 1.074
[2019-11-27 03:17] Train Step 565500/1000000, Batch Size = 64, Examples/Sec = 6743.42, Accuracy = 0.64, Loss = 1.126
[2019-11-27 03:17] Train Step 565600/1000000, Batch Size = 64, Examples/Sec = 6820.53, Accuracy = 0.64, Loss = 1.123
[2019-11-27 03:17] Train Step 565700/1000000, Batch Size = 64, Examples/Sec = 5482.19, Accuracy = 0.64, Loss = 1.117
[2019-11-27 03:17] Train Step 565800/1000000, Batch Size = 64, Examples/Sec = 6752.92, Accuracy = 0.67, Loss = 1.041
[2019-11-27 03:17] Train Step 565900/1000000, Batch Size = 64, Examples/Sec = 5789.74, Accuracy = 0.66, Loss = 1.105
[2019-11-27 03:17] Train Step 566000/1000000, Batch Size = 64, Examples/Sec = 5992.40, Accuracy = 0.65, Loss = 1.152
[2019-11-27 03:17] Train Step 566100/1000000, Batch Size = 64, Examples/Sec = 6892.68, Accuracy = 0.66, Loss = 1.097
[2019-11-27 03:17] Train Step 566200/1000000, Batch Size = 64, Examples/Sec = 6888.79, Accuracy = 0.67, Loss = 1.073
[2019-11-27 03:17] Train Step 566300/1000000, Batch Size = 64, Examples/Sec = 6950.51, Accuracy = 0.65, Loss = 1.082
[2019-11-27 03:17] Train Step 566400/1000000, Batch Size = 64, Examples/Sec = 6852.91, Accuracy = 0.66, Loss = 1.108
[2019-11-27 03:18] Train Step 566500/1000000, Batch Size = 64, Examples/Sec = 5880.68, Accuracy = 0.66, Loss = 1.062
[2019-11-27 03:18] Train Step 566600/1000000, Batch Size = 64, Examples/Sec = 6689.65, Accuracy = 0.64, Loss = 1.159
[2019-11-27 03:18] Train Step 566700/1000000, Batch Size = 64, Examples/Sec = 5449.58, Accuracy = 0.66, Loss = 1.119
[2019-11-27 03:18] Train Step 566800/1000000, Batch Size = 64, Examples/Sec = 4555.24, Accuracy = 0.66, Loss = 1.115
[2019-11-27 03:18] Train Step 566900/1000000, Batch Size = 64, Examples/Sec = 6598.22, Accuracy = 0.64, Loss = 1.159
[2019-11-27 03:18] Train Step 567000/1000000, Batch Size = 64, Examples/Sec = 6748.17, Accuracy = 0.67, Loss = 1.060
[2019-11-27 03:18] Train Step 567100/1000000, Batch Size = 64, Examples/Sec = 6689.48, Accuracy = 0.66, Loss = 1.103
[2019-11-27 03:18] Train Step 567200/1000000, Batch Size = 64, Examples/Sec = 5266.33, Accuracy = 0.66, Loss = 1.100
[2019-11-27 03:18] Train Step 567300/1000000, Batch Size = 64, Examples/Sec = 6827.99, Accuracy = 0.66, Loss = 1.126
[2019-11-27 03:18] Train Step 567400/1000000, Batch Size = 64, Examples/Sec = 6612.69, Accuracy = 0.66, Loss = 1.086
[2019-11-27 03:18] Train Step 567500/1000000, Batch Size = 64, Examples/Sec = 6396.35, Accuracy = 0.66, Loss = 1.113
[2019-11-27 03:18] Train Step 567600/1000000, Batch Size = 64, Examples/Sec = 6994.88, Accuracy = 0.66, Loss = 1.101
[2019-11-27 03:18] Train Step 567700/1000000, Batch Size = 64, Examples/Sec = 6865.71, Accuracy = 0.67, Loss = 1.082
[2019-11-27 03:18] Train Step 567800/1000000, Batch Size = 64, Examples/Sec = 4435.85, Accuracy = 0.65, Loss = 1.107
[2019-11-27 03:18] Train Step 567900/1000000, Batch Size = 64, Examples/Sec = 6847.49, Accuracy = 0.67, Loss = 1.081
[2019-11-27 03:18] Train Step 568000/1000000, Batch Size = 64, Examples/Sec = 5209.10, Accuracy = 0.66, Loss = 1.129
[2019-11-27 03:18] Train Step 568100/1000000, Batch Size = 64, Examples/Sec = 6629.67, Accuracy = 0.66, Loss = 1.109
[2019-11-27 03:18] Train Step 568200/1000000, Batch Size = 64, Examples/Sec = 6808.24, Accuracy = 0.67, Loss = 1.093
[2019-11-27 03:18] Train Step 568300/1000000, Batch Size = 64, Examples/Sec = 5231.44, Accuracy = 0.67, Loss = 1.082
[2019-11-27 03:18] Train Step 568400/1000000, Batch Size = 64, Examples/Sec = 5156.37, Accuracy = 0.65, Loss = 1.124
[2019-11-27 03:18] Train Step 568500/1000000, Batch Size = 64, Examples/Sec = 6737.84, Accuracy = 0.66, Loss = 1.097
[2019-11-27 03:18] Train Step 568600/1000000, Batch Size = 64, Examples/Sec = 5218.01, Accuracy = 0.64, Loss = 1.126
[2019-11-27 03:18] Train Step 568700/1000000, Batch Size = 64, Examples/Sec = 4930.03, Accuracy = 0.67, Loss = 1.088
[2019-11-27 03:18] Train Step 568800/1000000, Batch Size = 64, Examples/Sec = 4397.91, Accuracy = 0.67, Loss = 1.112
[2019-11-27 03:18] Train Step 568900/1000000, Batch Size = 64, Examples/Sec = 6663.24, Accuracy = 0.64, Loss = 1.159
[2019-11-27 03:18] Train Step 569000/1000000, Batch Size = 64, Examples/Sec = 6507.84, Accuracy = 0.67, Loss = 1.084
[2019-11-27 03:18] Train Step 569100/1000000, Batch Size = 64, Examples/Sec = 6004.19, Accuracy = 0.65, Loss = 1.111
[2019-11-27 03:18] Train Step 569200/1000000, Batch Size = 64, Examples/Sec = 4926.87, Accuracy = 0.66, Loss = 1.069
[2019-11-27 03:18] Train Step 569300/1000000, Batch Size = 64, Examples/Sec = 5128.88, Accuracy = 0.66, Loss = 1.093
[2019-11-27 03:18] Train Step 569400/1000000, Batch Size = 64, Examples/Sec = 4367.01, Accuracy = 0.65, Loss = 1.129
[2019-11-27 03:18] Train Step 569500/1000000, Batch Size = 64, Examples/Sec = 6645.10, Accuracy = 0.65, Loss = 1.150
[2019-11-27 03:18] Train Step 569600/1000000, Batch Size = 64, Examples/Sec = 4943.65, Accuracy = 0.64, Loss = 1.155
[2019-11-27 03:18] Train Step 569700/1000000, Batch Size = 64, Examples/Sec = 5375.16, Accuracy = 0.65, Loss = 1.125
[2019-11-27 03:19] Train Step 569800/1000000, Batch Size = 64, Examples/Sec = 5204.46, Accuracy = 0.68, Loss = 1.092
[2019-11-27 03:19] Train Step 569900/1000000, Batch Size = 64, Examples/Sec = 4775.41, Accuracy = 0.66, Loss = 1.130
[2019-11-27 03:19] Train Step 570000/1000000, Batch Size = 64, Examples/Sec = 4848.12, Accuracy = 0.68, Loss = 1.071
[2019-11-27 03:19] Train Step 570100/1000000, Batch Size = 64, Examples/Sec = 5419.76, Accuracy = 0.66, Loss = 1.083
[2019-11-27 03:19] Train Step 570200/1000000, Batch Size = 64, Examples/Sec = 6849.24, Accuracy = 0.64, Loss = 1.113
[2019-11-27 03:19] Train Step 570300/1000000, Batch Size = 64, Examples/Sec = 6848.02, Accuracy = 0.65, Loss = 1.138
[2019-11-27 03:19] Train Step 570400/1000000, Batch Size = 64, Examples/Sec = 6105.52, Accuracy = 0.65, Loss = 1.126
[2019-11-27 03:19] Train Step 570500/1000000, Batch Size = 64, Examples/Sec = 3967.42, Accuracy = 0.66, Loss = 1.109
[2019-11-27 03:19] Train Step 570600/1000000, Batch Size = 64, Examples/Sec = 6814.12, Accuracy = 0.67, Loss = 1.091
[2019-11-27 03:19] Train Step 570700/1000000, Batch Size = 64, Examples/Sec = 4980.62, Accuracy = 0.65, Loss = 1.110
[2019-11-27 03:19] Train Step 570800/1000000, Batch Size = 64, Examples/Sec = 4597.52, Accuracy = 0.66, Loss = 1.079
[2019-11-27 03:19] Train Step 570900/1000000, Batch Size = 64, Examples/Sec = 6852.21, Accuracy = 0.67, Loss = 1.070
[2019-11-27 03:19] Train Step 571000/1000000, Batch Size = 64, Examples/Sec = 5415.28, Accuracy = 0.68, Loss = 1.049
[2019-11-27 03:19] Train Step 571100/1000000, Batch Size = 64, Examples/Sec = 6588.50, Accuracy = 0.67, Loss = 1.096
[2019-11-27 03:19] Train Step 571200/1000000, Batch Size = 64, Examples/Sec = 5586.35, Accuracy = 0.67, Loss = 1.054
[2019-11-27 03:19] Train Step 571300/1000000, Batch Size = 64, Examples/Sec = 5222.68, Accuracy = 0.66, Loss = 1.097
[2019-11-27 03:19] Train Step 571400/1000000, Batch Size = 64, Examples/Sec = 6793.08, Accuracy = 0.67, Loss = 1.047
[2019-11-27 03:19] Train Step 571500/1000000, Batch Size = 64, Examples/Sec = 6811.87, Accuracy = 0.65, Loss = 1.124
[2019-11-27 03:19] Train Step 571600/1000000, Batch Size = 64, Examples/Sec = 6732.77, Accuracy = 0.66, Loss = 1.070
[2019-11-27 03:19] Train Step 571700/1000000, Batch Size = 64, Examples/Sec = 6903.14, Accuracy = 0.66, Loss = 1.098
[2019-11-27 03:19] Train Step 571800/1000000, Batch Size = 64, Examples/Sec = 4843.74, Accuracy = 0.65, Loss = 1.131
[2019-11-27 03:19] Train Step 571900/1000000, Batch Size = 64, Examples/Sec = 6753.43, Accuracy = 0.66, Loss = 1.091
[2019-11-27 03:19] Train Step 572000/1000000, Batch Size = 64, Examples/Sec = 6869.93, Accuracy = 0.67, Loss = 1.069
[2019-11-27 03:19] Train Step 572100/1000000, Batch Size = 64, Examples/Sec = 5178.35, Accuracy = 0.68, Loss = 1.088
[2019-11-27 03:19] Train Step 572200/1000000, Batch Size = 64, Examples/Sec = 6392.23, Accuracy = 0.66, Loss = 1.092
[2019-11-27 03:19] Train Step 572300/1000000, Batch Size = 64, Examples/Sec = 6760.24, Accuracy = 0.68, Loss = 1.064
[2019-11-27 03:19] Train Step 572400/1000000, Batch Size = 64, Examples/Sec = 4289.27, Accuracy = 0.65, Loss = 1.133
[2019-11-27 03:19] Train Step 572500/1000000, Batch Size = 64, Examples/Sec = 6861.50, Accuracy = 0.66, Loss = 1.138
[2019-11-27 03:19] Train Step 572600/1000000, Batch Size = 64, Examples/Sec = 6674.18, Accuracy = 0.67, Loss = 1.072
[2019-11-27 03:19] Train Step 572700/1000000, Batch Size = 64, Examples/Sec = 5440.41, Accuracy = 0.66, Loss = 1.119
[2019-11-27 03:19] Train Step 572800/1000000, Batch Size = 64, Examples/Sec = 6926.29, Accuracy = 0.65, Loss = 1.088
[2019-11-27 03:19] Train Step 572900/1000000, Batch Size = 64, Examples/Sec = 6843.48, Accuracy = 0.65, Loss = 1.165
[2019-11-27 03:19] Train Step 573000/1000000, Batch Size = 64, Examples/Sec = 4297.10, Accuracy = 0.66, Loss = 1.101
[2019-11-27 03:20] Train Step 573100/1000000, Batch Size = 64, Examples/Sec = 6338.50, Accuracy = 0.65, Loss = 1.111
[2019-11-27 03:20] Train Step 573200/1000000, Batch Size = 64, Examples/Sec = 5679.01, Accuracy = 0.66, Loss = 1.097
[2019-11-27 03:20] Train Step 573300/1000000, Batch Size = 64, Examples/Sec = 4981.17, Accuracy = 0.64, Loss = 1.158
[2019-11-27 03:20] Train Step 573400/1000000, Batch Size = 64, Examples/Sec = 4805.85, Accuracy = 0.66, Loss = 1.121
[2019-11-27 03:20] Train Step 573500/1000000, Batch Size = 64, Examples/Sec = 6410.55, Accuracy = 0.65, Loss = 1.143
[2019-11-27 03:20] Train Step 573600/1000000, Batch Size = 64, Examples/Sec = 5701.45, Accuracy = 0.66, Loss = 1.107
[2019-11-27 03:20] Train Step 573700/1000000, Batch Size = 64, Examples/Sec = 4673.08, Accuracy = 0.67, Loss = 1.085
[2019-11-27 03:20] Train Step 573800/1000000, Batch Size = 64, Examples/Sec = 5317.98, Accuracy = 0.66, Loss = 1.138
[2019-11-27 03:20] Train Step 573900/1000000, Batch Size = 64, Examples/Sec = 6761.09, Accuracy = 0.65, Loss = 1.116
[2019-11-27 03:20] Train Step 574000/1000000, Batch Size = 64, Examples/Sec = 4146.43, Accuracy = 0.65, Loss = 1.115
[2019-11-27 03:20] Train Step 574100/1000000, Batch Size = 64, Examples/Sec = 6918.80, Accuracy = 0.67, Loss = 1.088
[2019-11-27 03:20] Train Step 574200/1000000, Batch Size = 64, Examples/Sec = 6865.88, Accuracy = 0.68, Loss = 1.038
[2019-11-27 03:20] Train Step 574300/1000000, Batch Size = 64, Examples/Sec = 5215.48, Accuracy = 0.65, Loss = 1.110
[2019-11-27 03:20] Train Step 574400/1000000, Batch Size = 64, Examples/Sec = 6722.65, Accuracy = 0.65, Loss = 1.124
[2019-11-27 03:20] Train Step 574500/1000000, Batch Size = 64, Examples/Sec = 6910.07, Accuracy = 0.66, Loss = 1.052
[2019-11-27 03:20] Train Step 574600/1000000, Batch Size = 64, Examples/Sec = 6077.46, Accuracy = 0.66, Loss = 1.103
[2019-11-27 03:20] Train Step 574700/1000000, Batch Size = 64, Examples/Sec = 6471.13, Accuracy = 0.63, Loss = 1.157
[2019-11-27 03:20] Train Step 574800/1000000, Batch Size = 64, Examples/Sec = 4788.27, Accuracy = 0.65, Loss = 1.107
[2019-11-27 03:20] Train Step 574900/1000000, Batch Size = 64, Examples/Sec = 4880.73, Accuracy = 0.66, Loss = 1.092
[2019-11-27 03:20] Train Step 575000/1000000, Batch Size = 64, Examples/Sec = 5917.37, Accuracy = 0.66, Loss = 1.114
[2019-11-27 03:20] Train Step 575100/1000000, Batch Size = 64, Examples/Sec = 4663.58, Accuracy = 0.66, Loss = 1.084
[2019-11-27 03:20] Train Step 575200/1000000, Batch Size = 64, Examples/Sec = 4273.50, Accuracy = 0.68, Loss = 1.068
[2019-11-27 03:20] Train Step 575300/1000000, Batch Size = 64, Examples/Sec = 5892.69, Accuracy = 0.68, Loss = 1.064
[2019-11-27 03:20] Train Step 575400/1000000, Batch Size = 64, Examples/Sec = 6923.26, Accuracy = 0.67, Loss = 1.115
[2019-11-27 03:20] Train Step 575500/1000000, Batch Size = 64, Examples/Sec = 6852.74, Accuracy = 0.66, Loss = 1.102
[2019-11-27 03:20] Train Step 575600/1000000, Batch Size = 64, Examples/Sec = 6055.66, Accuracy = 0.66, Loss = 1.091
[2019-11-27 03:20] Train Step 575700/1000000, Batch Size = 64, Examples/Sec = 6148.17, Accuracy = 0.66, Loss = 1.102
[2019-11-27 03:20] Train Step 575800/1000000, Batch Size = 64, Examples/Sec = 4562.75, Accuracy = 0.66, Loss = 1.101
